a,b,angle
660.684326171875,421.8415832519531,31.335058231113535
674.1653442382812,413.38818359375,44.44102175972933
658.6707763671875,413.0242919921875,37.46722675921865
66.30714416503906,394.1576232910156,32.63984598045197
545.97216796875,397.9083251953125,64.75990878743342
627.9400634765625,391.5869445800781,38.37165929887015
536.045654296875,389.9813232421875,50.981724786793436
64.92742156982422,368.92742919921875,25.9086412412229
212.32936096191406,356.116455078125,57.532806803515726
365.3606872558594,352.4905090332031,66.72443116531028
34.087005615234375,347.26025390625,29.093217008881407
62.999977111816406,338.775390625,49.223804582730196
102.09111785888672,336.4432067871094,42.95413343726561
408.55572509765625,333.44427490234375,43.53367562072526
341.5982971191406,330.2247619628906,39.93853475955036
315.9524841308594,331.70196533203125,48.67580807400981
90.63060760498047,331.4187927246094,64.22244453662111
377.00372314453125,315.7768859863281,32.36465252733988
322.00408935546875,311.88787841796875,72.70409410671779
437.8863525390625,289.530029296875,68.19371931497062
466.3025207519531,285.27703857421875,63.603214326244846
438.4875793457031,281.7733459472656,74.05935355524667
553.2005615234375,272.9300537109375,39.96842268455709
611.8271484375,271.10015869140625,45.77345332890699
41.988956451416016,270.16461181640625,41.1631473514267
203.5994110107422,266.77008056640625,48.789254032660764
30.989078521728516,266.9139404296875,53.658922097120644
121.7830810546875,259.4964294433594,62.68083248165319
421.5917053222656,253.96896362304688,49.528594540532794
440.8213806152344,254.18373107910156,41.51275051481721
489.5829772949219,248.5437774658203,57.39824848821851
181.1387176513672,248.8612823486328,44.373773942687095
233.64273071289062,238.71615600585938,46.022117634578706
575.6487426757812,228.0959014892578,38.26928931147948
153.49632263183594,219.38169860839844,27.406559145419447
244.66500854492188,207.52703857421875,41.22996327337541
212.29095458984375,206.40957641601562,52.176248579258846
115.69783020019531,205.13525390625,60.63894675018831
171.7154998779297,198.4916229248047,51.61427826722295
147.35226440429688,198.26031494140625,40.193617244552364
522.904052734375,194.40528869628906,41.55628704553187
115.55680084228516,192.9088897705078,42.95412690590027
413.5852355957031,178.48599243164062,60.12629419741286
458.6590881347656,175.94485473632812,30.90578512984213
2.476393938064575,173.7006378173828,36.191716397205454
286.335205078125,170.280029296875,70.29244320807963
614.0599365234375,167.58694458007812,38.37165929887015
200.54678344726562,164.60926818847656,53.70427952717782
133.67213439941406,163.12564086914062,37.996629310308485
640.90087890625,146.2571258544922,38.14140924033469
179.74900817871094,141.5,54.50869297787071
11.230207443237305,138.73048400878906,49.75184089463042
708.9126586914062,109.91266632080078,22.540976079258634
477.58465576171875,104.17179870605469,33.73521514074192
499.2897033691406,97.57941436767578,55.94298071501919
503.60101318359375,94.05020904541016,41.69296597827093
569.1551513671875,83.73188018798828,36.26781082539619
647.7395629882812,77.5,53.76402798613193
499.5794372558594,45.33134460449219,42.89387986249433
662.9092407226562,35.81498718261719,50.53930603478078
310.2839050292969,12.425564765930176,51.63788991496508
655.6589965820312,31.512405395507812,84.7490305258823
